Time,Open,High,Low,Last,Change,%Chg,Volume
2023-10-24,204.28,206.55,204.28,206.01,2.42,+1.19%,74312773
2023-10-23,203.82,206.26,202.95,203.59,-1.73,-0.84%,77530452
2023-10-20,206.96,208.25,205.26,205.32,-1.12,-0.54%,80657377
2023-10-19,209.86,211.37,206.26,206.44,-5.17,-2.44%,89533042
2023-10-18,215.36,215.53,211.57,211.61,-4.72,-2.18%,59833505
2023-10-17,215.76,219.21,214.97,216.33,-1.17,-0.54%,68518379
2023-10-16,216.45,218.11,214.37,217.5,2.2,+1.02%,63585313
2023-10-13,216.5,216.77,214.33,215.3,-0.08,-0.04%,56978728
2023-10-12,217.77,217.77,214.27,215.38,-2.85,-1.31%,55734451
2023-10-11,215.36,218.28,215.36,218.23,4.31,+2.01%,66059386
2023-10-10,212.82,215.76,212,213.92,0.65,+0.30%,63773216
2023-10-09,209.36,213.85,209.36,213.27,2.73,+1.30%,56971977
2023-10-06,207.95,211.9,206.08,210.54,0.72,+0.34%,71084948
2023-10-05,208.39,210,207.28,209.82,1.4,+0.67%,71028834
2023-10-04,207.3,208.51,204.78,208.42,2.33,+1.13%,69995551
2023-10-03,209.13,209.75,205.53,206.09,-3.99,-1.90%,77501147
2023-10-02,213.25,214.06,208.72,210.08,-3.74,-1.75%,77551778
2023-09-29,216.31,216.78,212.68,213.82,0.75,+0.35%,85313510
2023-09-28,211.89,213.79,211.56,213.07,1.8,+0.85%,74674425
2023-09-27,214.04,214.79,210.3,211.27,-1.76,-0.83%,81213787
2023-09-26,214.86,215.97,212.37,213.03,-3.86,-1.78%,68630431
2023-09-25,216.24,217.01,215.36,216.89,-0.37,-0.17%,59350377
2023-09-22,219.19,220.26,217.03,217.26,-1.57,-0.72%,69677691
2023-09-21,225.42,225.42,218.8,218.83,-7.89,-3.48%,72673027
2023-09-20,227.89,229.31,226.61,226.72,0.29,+0.13%,53549643
2023-09-19,227.57,228.27,225.78,226.43,-1.27,-0.56%,53522265
2023-09-18,229.39,229.63,227.2,227.7,-1.87,-0.81%,56060561
2023-09-15,230.02,230.46,228.92,229.57,-1.17,-0.51%,135756125
2023-09-14,228.76,231.1,228.75,230.74,3.88,+1.71%,65873387
2023-09-13,229.13,229.13,226.28,226.86,-2.36,-1.03%,65420949
2023-09-12,228.54,229.53,227.34,229.22,-0.08,-0.03%,53773026
2023-09-11,229.88,230,228.21,229.3,0.05,+0.02%,52520048
2023-09-08,231.03,231.2,228.88,229.25,-1.45,-0.63%,56383155
2023-09-07,228.45,231.61,228.42,230.7,1.63,+0.71%,63167947
2023-09-06,229.21,230,227.15,229.07,-0.53,-0.23%,60782244
2023-09-05,231.38,231.58,229.5,229.6,-2.2,-0.95%,69051132
2023-09-01,233.1,233.67,231.13,231.8,-0.16,-0.07%,51728225
2023-08-31,233.54,233.79,231.7,231.96,-1.77,-0.76%,81050290
2023-08-30,233.29,234.44,232.73,233.73,0.81,+0.35%,61533560
2023-08-29,230.31,233.04,229.48,232.92,2.65,+1.15%,61915555
2023-08-28,229.49,231.34,229.49,230.27,1.77,+0.77%,63677006
2023-08-25,228.28,229.59,227.27,228.5,0.61,+0.27%,60291688
2023-08-24,229.72,231.99,227.83,227.89,-0.94,-0.41%,58427062
2023-08-23,226.83,229.06,226.7,228.83,3.3,+1.46%,64708013
2023-08-22,225.69,226.35,224.78,225.53,0.63,+0.28%,56928497
2023-08-21,226.3,226.45,223.1,224.9,-1.99,-0.88%,57034699
2023-08-18,224.52,227.49,224.29,226.89,0.63,+0.28%,58137353
2023-08-17,228.21,229.88,226.24,226.26,-1.7,-0.75%,60791794
2023-08-16,230.87,231.07,227.76,227.96,-2.78,-1.20%,60179721
2023-08-15,231.1,232.28,230.34,230.74,-2.49,-1.07%,55716858
2023-08-14,233.6,234.1,232.53,233.23,-1.26,-0.54%,57899308
