Time,Open,High,Low,Last,Change,%Chg,Volume
2014-08-01,639.65,642.66,635.44,638.72,-2.6,-0.41%,0
2014-07-31,649.31,650.59,641.09,641.32,-12.85,-1.96%,0
2014-07-30,654.39,655.67,651.2,654.17,1.6,+0.25%,0
2014-07-29,655.94,656.59,652.27,652.57,-3.42,-0.52%,0
2014-07-28,654.68,657.39,650.52,655.99,1.17,+0.18%,0
2014-07-25,655.06,655.63,651.82,654.82,-1.53,-0.23%,0
2014-07-24,657.07,657.9,654.87,656.35,0.01,0.00%,0
2014-07-23,655.85,658.51,653.82,656.34,1.18,+0.18%,0
2014-07-22,651.88,655.71,651.75,655.16,5.6,+0.86%,0
2014-07-21,649.23,651.12,646.45,649.56,-0.49,-0.08%,0
2014-07-18,645.25,650.22,643.87,650.05,8.55,+1.33%,0
2014-07-17,650.01,650.69,639.68,641.5,-8.5,-1.31%,0
2014-07-16,648.66,651.89,648.66,650,6.19,+0.96%,0
2014-07-15,646.02,647.77,639.78,643.81,-1.27,-0.20%,0
2014-07-14,642.65,646.18,642.65,645.08,4.93,+0.77%,0
2014-07-11,638.48,640.28,636.87,640.15,2.75,+0.43%,0
2014-07-10,632.24,640.17,630.93,637.4,-1.87,-0.29%,0
2014-07-09,637.52,639.84,636.01,639.27,3.04,+0.48%,0
2014-07-08,641.91,642.24,632.78,636.23,-6.33,-0.99%,0
2014-07-07,641.96,643.13,641.05,642.56,-0.11,-0.02%,0
2014-07-03,640.63,642.67,639.48,642.67,3.33,+0.52%,0
2014-07-02,639.19,640.29,638.21,639.34,0.13,+0.02%,0
2014-07-01,634.28,641.18,634.13,639.21,6.75,+1.07%,0
2014-06-30,631.92,634.63,631.17,632.46,0.99,+0.16%,0
2014-06-27,627.52,631.59,627.22,631.47,3.69,+0.59%,0
2014-06-26,629.01,629.01,624.15,627.78,-0.97,-0.15%,0
2014-06-25,624.51,629.52,623.77,628.75,3.56,+0.57%,0
2014-06-24,627.63,632.24,624.07,625.19,-3.2,-0.51%,0
2014-06-23,626.7,628.52,625.92,628.39,1.62,+0.26%,0
2014-06-20,628.87,628.87,625.53,626.77,-2.05,-0.33%,0
2014-06-19,630.4,630.65,626.01,628.82,-1.25,-0.20%,0
2014-06-18,627.7,630.44,623.77,630.07,3.39,+0.54%,0
2014-06-17,624.99,628.13,623.94,626.68,1.23,+0.20%,0
2014-06-16,623.87,627.07,622.77,625.45,0.19,+0.03%,0
2014-06-13,624.34,626.32,622.44,625.26,4.02,+0.65%,0
2014-06-12,626.53,627.21,619.28,621.24,-5.91,-0.94%,0
2014-06-11,627.32,628.8,625.24,627.15,-1.59,-0.25%,0
2014-06-10,627.29,629.18,627.24,628.74,0.8,+0.13%,0
2014-06-09,626.26,629.11,625.38,627.94,1.92,+0.31%,0
2014-06-06,625.32,626.68,624.39,626.02,2.71,+0.43%,0
2014-06-05,619.14,623.51,616.87,623.31,4.98,+0.81%,0
2014-06-04,615.63,619.18,614.13,618.33,1.59,+0.26%,0
2014-06-03,615.83,617.96,614.53,616.74,-0.61,-0.10%,0
2014-06-02,618.99,619.22,613.93,617.35,-1.1,-0.18%,0
2014-05-30,618.49,619.37,615.41,618.45,0.45,+0.07%,0
2014-05-29,615.75,618,614.79,618,4.03,+0.66%,0
2014-05-28,616.07,616.54,613.53,613.97,-2.09,-0.34%,0
2014-05-27,611.62,616.1,611.38,616.06,6.06,+0.99%,0
2014-05-23,604.97,610.14,604.81,610,5.86,+0.97%,0
2014-05-22,603.89,606.35,602.44,604.14,0.66,+0.11%,0
2014-05-21,599.07,603.5,599.07,603.48,4.83,+0.81%,0
2014-05-20,601.72,603.03,596.43,598.65,-2.92,-0.49%,0
2014-05-19,595.82,602.11,595.41,601.57,4.94,+0.83%,0
2014-05-16,593.55,597.03,590.39,596.63,3.78,+0.64%,0
2014-05-15,598.91,599.41,590.93,592.85,-4.74,-0.79%,0
2014-05-14,600.23,600.99,596.4,597.59,-3.51,-0.58%,0
2014-05-13,600.75,602.89,599.51,601.1,0.5,+0.08%,0
2014-05-12,594.14,601.03,594.14,600.6,8.75,+1.48%,0
2014-05-09,589.91,591.99,586.92,591.85,1.02,+0.17%,0
2014-05-08,589.3,596.65,587.23,590.83,0.33,+0.06%,0
2014-05-07,591.93,593.08,583.79,590.5,-0.94,-0.16%,0
2014-05-06,597.69,597.69,591.43,591.44,-7.06,-1.18%,0
2014-05-05,593.6,598.53,591.9,598.5,2.37,+0.40%,0
2014-05-02,598.76,599.59,595.15,596.13,-1.34,-0.22%,0
2014-05-01,598.24,600.88,596.1,597.47,-0.12,-0.02%,0
2014-04-30,594.25,598.81,592.88,597.59,1.79,+0.30%,0
